Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering
11:40:34,2026-01-02,ACC-S00746,ACC-R01590,778.45,JPY,JPY,Canada,Brazil,Wire,0
11:44:43,2026-01-02,ACC-S01130,ACC-R00316,1163.31,CAD,CAD,Singapore,Brazil,Credit Card,0
11:46:30,2026-01-02,ACC-S00497,ACC-R00147,2352.64,JPY,USD,Australia,Canada,Debit Card,0
11:48:18,2026-01-02,ACC-S01712,ACC-R01512,428.59,USD,AUD,Singapore,India,Debit Card,0
11:49:44,2026-01-02,ACC-S01776,ACC-R01264,764.76,CAD,CAD,India,Singapore,Cash Transfer,0
11:50:10,2026-01-02,ACC-S01103,ACC-R00358,3715.25,JPY,JPY,Canada,Canada,Credit Card,0
11:55:14,2026-01-02,ACC-S00223,ACC-R01404,628.07,CAD,CAD,France,Brazil,Debit Card,0
11:59:20,2026-01-02,ACC-S00874,ACC-R01988,1698.98,CAD,CAD,Canada,Canada,Cheque,0
12:04:12,2026-01-02,ACC-S01050,ACC-R01856,3038.64,CAD,CAD,Switzerland,Singapore,Cheque,0
12:04:59,2026-01-02,ACC-S00625,ACC-R00922,499.24,EUR,EUR,Switzerland,Singapore,ACH,0
12:08:04,2026-01-02,ACC-S01127,ACC-R00664,34.58,GBP,GBP,Japan,United States,ACH,0
12:08:24,2026-01-02,ACC-S00249,ACC-R01162,1949.01,JPY,JPY,United Kingdom,Switzerland,Credit Card,0
12:12:03,2026-01-02,ACC-S00319,ACC-R01285,1342.73,CAD,CAD,Germany,Singapore,Cheque,0
12:13:45,2026-01-02,ACC-S00735,ACC-R01998,917.23,EUR,EUR,Canada,Canada,Wire,0
12:28:57,2026-01-02,ACC-S00371,ACC-R01638,1046.89,USD,AUD,France,Switzerland,ACH,0
12:29:53,2026-01-02,ACC-S01780,ACC-R01705,1070.46,JPY,JPY,Australia,Canada,ACH,0
12:39:04,2026-01-02,ACC-S01146,ACC-R01874,135.2,GBP,GBP,Singapore,Brazil,Credit Card,0
12:39:29,2026-01-02,ACC-S00389,ACC-R01161,1008.06,GBP,GBP,United Kingdom,Germany,Cheque,0
12:39:53,2026-01-02,ACC-S01947,ACC-R00181,970.21,CAD,CAD,Brazil,India,Credit Card,0
12:43:16,2026-01-02,ACC-S01113,ACC-R01100,485.99,EUR,EUR,Switzerland,Japan,ACH,0
12:50:30,2026-01-02,ACC-S01526,ACC-R01559,43.42,GBP,GBP,Switzerland,France,Credit Card,0
12:51:24,2026-01-02,ACC-S01989,ACC-R00591,152.58,GBP,GBP,India,United States,Wire,0
12:52:56,2026-01-02,ACC-S00085,ACC-R00200,430.7,CAD,CAD,Switzerland,Switzerland,Cash Transfer,0
13:02:24,2026-01-02,BAD-WHL003,ACC-R00884,215200.78,USD,USD,Australia,India,Wire,1
13:04:49,2026-01-02,ACC-S01836,ACC-R00219,1758.0,CAD,CAD,India,India,Cash Transfer,0
13:06:54,2026-01-02,ACC-S01353,ACC-R00556,154.51,USD,USD,Japan,India,Cash Transfer,0
13:08:32,2026-01-02,ACC-S00198,ACC-R00922,1175.88,GBP,GBP,Canada,Australia,Credit Card,0
13:12:51,2026-01-02,ACC-S00187,ACC-R00234,228.48,USD,USD,United Kingdom,Singapore,Cash Transfer,0
13:17:56,2026-01-02,ACC-S00231,ACC-R01376,516.88,GBP,GBP,Australia,Japan,Debit Card,0
13:18:07,2026-01-02,ACC-S00114,ACC-R01295,2371.05,AUD,AUD,Germany,India,ACH,0
13:19:22,2026-01-02,ACC-S00552,ACC-R00966,3133.81,EUR,EUR,Australia,Brazil,Credit Card,0
13:20:18,2026-01-02,ACC-S01437,ACC-R01209,1097.14,EUR,EUR,France,Canada,ACH,0
13:20:29,2026-01-02,ACC-S00954,ACC-R01268,1638.98,EUR,EUR,Canada,United States,Credit Card,0
13:21:58,2026-01-02,ACC-S00921,ACC-R00606,881.37,CAD,CAD,Japan,Canada,Cheque,0
13:24:13,2026-01-02,ACC-S01843,ACC-R00599,260.48,JPY,USD,Germany,Singapore,Cheque,0
13:25:10,2026-01-02,ACC-S00069,ACC-R00078,301.7,USD,USD,Canada,Brazil,Debit Card,0
13:29:11,2026-01-02,ACC-S01791,ACC-R01441,1098.9,JPY,JPY,United Kingdom,Japan,Wire,0
13:31:44,2026-01-02,ACC-S00848,ACC-R00178,1380.25,CAD,CAD,Australia,Singapore,Wire,0
13:34:25,2026-01-02,ACC-S00867,ACC-R00568,698.76,GBP,GBP,Canada,United States,ACH,0
13:36:37,2026-01-02,ACC-S01676,ACC-R00479,807.04,EUR,EUR,Switzerland,France,Cash Transfer,0
13:40:21,2026-01-02,ACC-S00486,ACC-R01511,833.06,EUR,EUR,United States,Japan,Wire,0
13:41:40,2026-01-02,ACC-S01621,ACC-R01736,133.3,EUR,EUR,Canada,India,Cheque,0
13:42:42,2026-01-02,ACC-S01495,ACC-R00290,252.64,AUD,AUD,Australia,India,ACH,0
13:47:08,2026-01-02,ACC-S01039,ACC-R00457,362.52,CAD,CAD,Australia,Switzerland,Cash Transfer,0
13:47:48,2026-01-02,ACC-S01574,ACC-R00613,355.35,USD,USD,Germany,Australia,Credit Card,0
13:50:56,2026-01-02,ACC-S00876,ACC-R00830,714.41,JPY,JPY,Switzerland,United States,Cheque,0
13:52:03,2026-01-02,ACC-S01647,ACC-R00483,1593.98,EUR,EUR,Brazil,Switzerland,Debit Card,0
13:52:27,2026-01-02,ACC-S01587,ACC-R01509,970.29,AUD,AUD,United Kingdom,Singapore,ACH,0
13:54:56,2026-01-02,ACC-S00805,ACC-R01346,489.14,AUD,AUD,United States,Germany,ACH,0
13:55:57,2026-01-02,ACC-S00988,ACC-R00239,2782.77,JPY,JPY,Singapore,Canada,ACH,0
14:00:46,2026-01-02,ACC-S01298,ACC-R00003,841.37,JPY,JPY,Germany,India,ACH,0
14:02:57,2026-01-02,ACC-S01814,ACC-R00658,976.53,GBP,GBP,India,Japan,ACH,0
14:08:53,2026-01-02,ACC-S00568,ACC-R01592,790.45,GBP,GBP,Australia,United States,Debit Card,0
14:13:01,2026-01-02,ACC-S00002,ACC-R01911,2965.52,GBP,GBP,United Kingdom,United States,Cash Transfer,0
14:16:30,2026-01-02,ACC-S01835,ACC-R01264,312.46,EUR,EUR,United States,Canada,Credit Card,0
14:18:15,2026-01-02,ACC-S01430,ACC-R00453,867.41,CAD,CAD,Singapore,Germany,ACH,0
14:18:40,2026-01-02,ACC-S01199,ACC-R01921,125.64,CAD,CAD,Germany,Switzerland,Wire,0
14:19:23,2026-01-02,ACC-S01085,ACC-R00625,718.45,JPY,JPY,Canada,Australia,Debit Card,0
14:21:02,2026-01-02,ACC-S01535,ACC-R01575,57.01,JPY,JPY,Australia,Australia,Debit Card,0
14:21:24,2026-01-02,ACC-S01033,ACC-R00069,217.96,CAD,CAD,Switzerland,Japan,Cheque,0
14:22:20,2026-01-02,ACC-S00844,ACC-R01807,836.56,EUR,EUR,Australia,Switzerland,Debit Card,0
14:23:12,2026-01-02,ACC-S00566,ACC-R01597,1738.31,CAD,CAD,India,Japan,Credit Card,0
14:30:35,2026-01-02,ACC-S01123,ACC-R00818,394.67,AUD,AUD,France,Canada,ACH,0
14:35:06,2026-01-02,ACC-S00432,ACC-R00859,1391.76,GBP,GBP,Germany,Australia,Credit Card,0
14:42:21,2026-01-02,ACC-S01579,ACC-R01005,1250.74,JPY,JPY,Brazil,Singapore,Debit Card,0
14:57:29,2026-01-02,ACC-S00485,ACC-R01459,904.09,AUD,AUD,Australia,Switzerland,Credit Card,0
15:00:57,2026-01-02,ACC-S00452,ACC-R01387,415.56,GBP,GBP,United States,France,Credit Card,0
15:02:05,2026-01-02,ACC-S01913,ACC-R01683,604.96,CAD,CAD,Australia,Germany,Debit Card,0
15:03:10,2026-01-02,ACC-S01092,ACC-R00945,498.41,EUR,EUR,Germany,Japan,Cheque,0
15:03:52,2026-01-02,ACC-S01761,ACC-R00563,619.02,AUD,AUD,Singapore,Australia,Cheque,0
15:06:55,2026-01-02,ACC-S00130,ACC-R00248,965.48,EUR,EUR,United Kingdom,Canada,Wire,0
15:08:39,2026-01-02,ACC-S01309,ACC-R00125,306.32,GBP,GBP,Switzerland,Australia,Cheque,0
15:10:51,2026-01-02,ACC-S01885,ACC-R00180,181.36,EUR,EUR,United Kingdom,United States,ACH,0
15:11:40,2026-01-02,ACC-S01788,ACC-R01282,362.79,EUR,EUR,Brazil,India,Wire,0
15:22:43,2026-01-02,ACC-S00855,ACC-R01381,672.11,USD,USD,France,Switzerland,Credit Card,0
15:26:41,2026-01-02,ACC-S01373,ACC-R01290,1680.67,USD,USD,Switzerland,France,Cash Transfer,0
15:30:46,2026-01-02,ACC-S00838,ACC-R00742,1288.95,JPY,JPY,India,United Kingdom,Wire,0
15:31:37,2026-01-02,ACC-S00217,ACC-R00786,1276.79,CAD,CAD,Australia,United States,ACH,0
15:35:13,2026-01-02,ACC-S00948,ACC-R00572,969.9,JPY,JPY,Brazil,United States,Cash Transfer,0
15:42:37,2026-01-02,ACC-S01837,ACC-R01921,1839.04,AUD,AUD,Australia,India,Cash Transfer,0
15:43:34,2026-01-02,ACC-S01179,ACC-R01034,3467.33,GBP,GBP,India,United Kingdom,Wire,0
15:45:29,2026-01-02,ACC-S01087,ACC-R01508,464.44,AUD,AUD,Singapore,United States,Cheque,0
15:45:57,2026-01-02,ACC-S00795,ACC-R00924,260.18,GBP,GBP,United Kingdom,India,Debit Card,0
15:49:33,2026-01-02,ACC-S01321,ACC-R00746,982.26,GBP,GBP,India,Canada,Wire,0
15:49:40,2026-01-02,ACC-S00614,ACC-R01168,505.79,JPY,GBP,Switzerland,India,Credit Card,0
15:57:10,2026-01-02,ACC-S01867,ACC-R01210,1630.53,EUR,EUR,Singapore,Singapore,Cheque,0
15:58:23,2026-01-02,ACC-S01144,ACC-R01615,1765.12,JPY,JPY,United Kingdom,India,Credit Card,0
16:02:27,2026-01-02,ACC-S01958,ACC-R01665,735.94,USD,USD,Brazil,Canada,Wire,0
16:07:46,2026-01-02,ACC-S01347,ACC-R00324,495.13,GBP,AUD,Germany,Switzerland,Cheque,0
16:07:53,2026-01-02,ACC-S01524,ACC-R00515,1407.9,EUR,JPY,United Kingdom,France,Cheque,0
16:09:26,2026-01-02,ACC-S00077,ACC-R01593,415.07,AUD,AUD,India,France,ACH,0
16:12:53,2026-01-02,ACC-S01502,ACC-R00680,582.87,GBP,GBP,United Kingdom,Singapore,Debit Card,0
16:13:56,2026-01-02,ACC-S01221,ACC-R01826,1241.88,AUD,AUD,Switzerland,Brazil,Cash Transfer,0
16:14:10,2026-01-02,ACC-S00201,ACC-R01076,177.3,GBP,GBP,Japan,United Kingdom,Cash Transfer,0
16:18:53,2026-01-02,ACC-S00162,ACC-R00941,1235.73,USD,USD,Switzerland,Singapore,Cheque,0
16:20:27,2026-01-02,ACC-S01590,ACC-R01485,218.78,EUR,USD,India,France,Credit Card,0
16:23:08,2026-01-02,ACC-S00931,ACC-R01044,211.92,CAD,CAD,Brazil,Japan,Cheque,0
16:23:57,2026-01-02,ACC-S00294,ACC-R01311,115.05,CAD,CAD,Japan,Canada,Cheque,0
16:28:17,2026-01-02,ACC-S01127,ACC-R01897,185.39,CAD,USD,Japan,Canada,Credit Card,0
16:29:15,2026-01-02,ACC-S00561,ACC-R00815,320.23,EUR,EUR,India,Australia,Credit Card,0
16:29:32,2026-01-02,ACC-S01551,ACC-R00301,1119.27,AUD,AUD,United States,India,Wire,0
16:33:36,2026-01-02,ACC-S01758,ACC-R01169,2560.64,CAD,CAD,Germany,Brazil,ACH,0
16:39:56,2026-01-02,ACC-S00365,ACC-R00794,3118.41,JPY,JPY,France,Australia,Wire,0
16:40:31,2026-01-02,ACC-S01086,ACC-R01725,232.2,GBP,GBP,Japan,Switzerland,Debit Card,0
16:42:05,2026-01-02,ACC-S01570,ACC-R01308,834.95,JPY,JPY,Japan,Brazil,Credit Card,0
16:45:41,2026-01-02,ACC-S01171,ACC-R00317,721.65,GBP,GBP,France,United Kingdom,ACH,0
16:46:27,2026-01-02,ACC-S01969,ACC-R01589,1142.95,AUD,AUD,United Kingdom,Singapore,Cash Transfer,0
16:47:18,2026-01-02,ACC-S00523,ACC-R01341,819.71,JPY,JPY,Canada,Brazil,Debit Card,0
16:47:38,2026-01-02,ACC-S01638,ACC-R01162,44.39,JPY,JPY,Japan,United States,Cheque,0
16:47:49,2026-01-02,ACC-S00816,ACC-R01812,398.73,EUR,EUR,Canada,Canada,Credit Card,0
16:54:05,2026-01-02,ACC-S01559,ACC-R01106,1262.68,JPY,JPY,Germany,Switzerland,Wire,0
16:59:54,2026-01-02,ACC-S01737,ACC-R01218,505.22,USD,USD,Japan,United Kingdom,Credit Card,0
17:00:35,2026-01-02,ACC-S01359,ACC-R00731,1936.75,AUD,AUD,Singapore,Australia,Debit Card,0
17:02:57,2026-01-02,ACC-S01163,ACC-R00270,693.42,USD,USD,Japan,United Kingdom,Cash Transfer,0
17:05:10,2026-01-02,ACC-S01318,ACC-R01914,263.28,CAD,CAD,India,Germany,Cheque,0
17:08:30,2026-01-02,ACC-S01728,ACC-R01128,1339.02,EUR,EUR,United States,United Kingdom,Credit Card,0
17:10:22,2026-01-02,ACC-S01303,ACC-R00011,203.15,AUD,AUD,Switzerland,United Kingdom,Wire,0
17:13:34,2026-01-02,ACC-S00680,ACC-R01148,994.48,JPY,JPY,Japan,Brazil,Cheque,0
17:19:12,2026-01-02,ACC-S00488,ACC-R00445,917.92,CAD,CAD,Canada,Brazil,Cash Transfer,0
17:19:31,2026-01-02,ACC-S00304,ACC-R00271,1610.87,AUD,AUD,Germany,Australia,ACH,0
17:19:51,2026-01-02,ACC-S01216,ACC-R01817,861.77,JPY,JPY,India,Canada,Debit Card,0
17:24:44,2026-01-02,ACC-S01971,ACC-R00935,231.54,CAD,CAD,Switzerland,Canada,Debit Card,0
17:25:59,2026-01-02,ACC-S01476,ACC-R00233,618.87,CAD,CAD,United Kingdom,Singapore,Cash Transfer,0
17:33:34,2026-01-02,ACC-S01258,ACC-R00014,487.14,GBP,GBP,France,Switzerland,ACH,0
17:36:30,2026-01-02,ACC-S00907,ACC-R01979,138.04,EUR,EUR,Germany,Japan,Cheque,0
17:39:37,2026-01-02,ACC-S01101,ACC-R00361,464.08,AUD,AUD,Australia,Germany,ACH,0
17:42:00,2026-01-02,ACC-S00703,ACC-R01343,1082.95,AUD,AUD,Singapore,India,Credit Card,0
17:43:33,2026-01-02,ACC-S01058,ACC-R00832,1425.77,CAD,CAD,Canada,Australia,Credit Card,0
17:44:58,2026-01-02,ACC-S01363,ACC-R00677,632.89,USD,USD,United States,Australia,Debit Card,0
17:45:16,2026-01-02,ACC-S01924,ACC-R00735,169.09,EUR,EUR,United Kingdom,United States,Wire,0
17:46:39,2026-01-02,ACC-S00665,ACC-R01624,962.1,JPY,JPY,Japan,Singapore,Wire,0
17:52:10,2026-01-02,ACC-S01009,ACC-R01840,1409.71,EUR,AUD,Switzerland,Brazil,Credit Card,0
17:53:29,2026-01-02,ACC-S00146,ACC-R00027,481.54,USD,USD,India,France,Cash Transfer,0
17:53:34,2026-01-02,ACC-S01331,ACC-R00766,551.3,CAD,CAD,United Kingdom,Germany,Debit Card,0
18:01:58,2026-01-02,ACC-S01427,ACC-R01683,708.04,EUR,EUR,United Kingdom,United Kingdom,Debit Card,0
18:07:14,2026-01-02,ACC-S01491,ACC-R00514,84.58,EUR,EUR,Japan,Singapore,ACH,0
18:08:45,2026-01-02,ACC-S00445,ACC-R00701,1671.25,GBP,GBP,Japan,Japan,Credit Card,0
18:13:42,2026-01-02,ACC-S01324,ACC-R00926,1696.41,USD,USD,United States,United Kingdom,Cash Transfer,0
18:17:00,2026-01-02,ACC-S01046,ACC-R00186,1134.8,USD,USD,Singapore,Japan,Credit Card,0
18:17:20,2026-01-02,ACC-S00736,ACC-R00163,3314.21,AUD,AUD,Australia,Singapore,Wire,0
18:17:40,2026-01-02,ACC-S00867,ACC-R00980,449.24,GBP,GBP,Canada,Switzerland,ACH,0
18:21:26,2026-01-02,ACC-S00923,ACC-R00937,1124.78,EUR,USD,Singapore,India,Cheque,0
18:24:29,2026-01-02,ACC-S00588,ACC-R00993,312.59,USD,USD,Singapore,United Kingdom,Wire,0
18:27:56,2026-01-02,ACC-S01284,ACC-R00157,206.95,JPY,JPY,Germany,United Kingdom,ACH,0
18:30:28,2026-01-02,ACC-S01973,ACC-R01268,829.78,AUD,AUD,Switzerland,India,Credit Card,0
18:35:02,2026-01-02,ACC-S00183,ACC-R01194,157.73,CAD,CAD,France,United States,Cheque,0
18:35:52,2026-01-02,ACC-S01628,ACC-R01194,987.66,GBP,GBP,Germany,Germany,Cheque,0
18:36:53,2026-01-02,ACC-S00045,ACC-R01581,733.13,AUD,AUD,Brazil,Canada,Cheque,0
18:39:53,2026-01-02,ACC-S01214,ACC-R00330,817.99,USD,USD,Singapore,Germany,Cash Transfer,0
18:42:30,2026-01-02,ACC-S00383,ACC-R01972,958.81,USD,USD,Switzerland,Germany,Cash Transfer,0
18:42:58,2026-01-02,ACC-S00235,ACC-R00032,984.79,USD,USD,Canada,Brazil,Cheque,0
18:43:31,2026-01-02,ACC-S00580,ACC-R00051,842.36,AUD,AUD,Brazil,Switzerland,Credit Card,0
18:49:20,2026-01-02,ACC-S01256,ACC-R01883,616.66,EUR,EUR,Brazil,United States,Cash Transfer,0
18:54:49,2026-01-02,ACC-S01709,ACC-R00623,1510.39,USD,USD,India,United Kingdom,Wire,0
18:55:51,2026-01-02,ACC-S01504,ACC-R01377,380.09,GBP,GBP,United Kingdom,Brazil,Wire,0
18:57:27,2026-01-02,ACC-S00304,ACC-R01017,3058.28,JPY,JPY,Germany,Germany,Wire,0
19:02:44,2026-01-02,ACC-S01958,ACC-R01372,2356.67,JPY,JPY,Brazil,Australia,Cheque,0
19:03:30,2026-01-02,ACC-S01534,ACC-R01303,736.61,JPY,JPY,Switzerland,Brazil,Debit Card,0
19:04:16,2026-01-02,ACC-S01767,ACC-R00283,1016.07,EUR,EUR,Australia,Canada,Cash Transfer,0
19:04:50,2026-01-02,ACC-S01981,ACC-R01104,269.45,JPY,JPY,Australia,Japan,Wire,0
19:09:57,2026-01-02,ACC-S01970,ACC-R01415,204.71,GBP,GBP,Switzerland,United Kingdom,Wire,0
19:10:41,2026-01-02,ACC-S00908,ACC-R01284,439.99,EUR,EUR,Germany,Germany,Wire,0
19:15:39,2026-01-02,ACC-S00120,ACC-R01687,1615.67,USD,USD,Japan,Brazil,Credit Card,0
19:20:55,2026-01-02,ACC-S01847,ACC-R01260,722.63,AUD,AUD,Singapore,Brazil,ACH,0
19:21:57,2026-01-02,ACC-S01027,ACC-R01079,269.64,JPY,JPY,Australia,United Kingdom,Debit Card,0
19:23:18,2026-01-02,ACC-S00817,ACC-R00976,380.87,EUR,EUR,Switzerland,Canada,Debit Card,0
19:25:24,2026-01-02,ACC-S00681,ACC-R01675,140.49,USD,CAD,Germany,France,Cash Transfer,0
19:26:30,2026-01-02,ACC-S00276,ACC-R01830,1328.62,JPY,JPY,United Kingdom,India,Cheque,0
19:28:47,2026-01-02,ACC-S00640,ACC-R01256,777.64,USD,USD,Germany,United States,Credit Card,0
19:29:25,2026-01-02,ACC-S00341,ACC-R01267,853.83,GBP,GBP,Brazil,Germany,Cash Transfer,0
19:31:15,2026-01-02,ACC-S01253,ACC-R01924,639.86,AUD,AUD,Singapore,Brazil,Cheque,0
19:32:08,2026-01-02,ACC-S01367,ACC-R01072,1806.77,EUR,EUR,Singapore,Singapore,Cash Transfer,0
19:34:59,2026-01-02,ACC-S01798,ACC-R00087,805.16,CAD,USD,India,France,Cheque,0
19:35:04,2026-01-02,ACC-S01940,ACC-R00240,1447.8,AUD,AUD,Japan,Switzerland,Credit Card,0
19:38:55,2026-01-02,ACC-S00635,ACC-R01862,217.1,EUR,EUR,Australia,Australia,Debit Card,0
19:41:31,2026-01-02,ACC-S01280,ACC-R01371,100.62,USD,USD,Australia,Brazil,Debit Card,0
19:42:12,2026-01-02,ACC-S01415,ACC-R01607,685.1,USD,USD,United States,Canada,Wire,0
19:42:36,2026-01-02,ACC-S00424,ACC-R01337,280.46,JPY,JPY,Germany,Germany,Cheque,0
19:47:37,2026-01-02,ACC-S00509,ACC-R00512,60.31,JPY,JPY,Switzerland,Japan,Debit Card,0
19:51:56,2026-01-02,ACC-S00663,ACC-R01247,922.44,EUR,EUR,Canada,France,Cheque,0
19:54:05,2026-01-02,ACC-S01454,ACC-R01327,1187.14,JPY,JPY,United Kingdom,Australia,Cheque,0
19:56:26,2026-01-02,ACC-S00728,ACC-R01700,687.06,AUD,AUD,Germany,India,Credit Card,0
19:56:42,2026-01-02,ACC-S01234,ACC-R01434,789.91,GBP,GBP,Japan,Switzerland,Credit Card,0
19:59:03,2026-01-02,ACC-S01746,ACC-R00603,1683.21,USD,USD,Australia,United States,Credit Card,0
20:00:36,2026-01-02,ACC-S01061,ACC-R00032,479.73,GBP,GBP,Canada,United Kingdom,ACH,0
20:01:25,2026-01-02,ACC-S01809,ACC-R00214,760.6,CAD,CAD,India,Germany,Wire,0
20:06:05,2026-01-02,ACC-S01394,ACC-R00814,779.65,AUD,AUD,France,France,Debit Card,0
20:11:26,2026-01-02,ACC-S01534,ACC-R01682,1287.65,EUR,EUR,Switzerland,Australia,ACH,0
20:19:16,2026-01-02,ACC-S01168,ACC-R01281,824.85,CAD,CAD,United States,Germany,Cheque,0
20:19:43,2026-01-02,ACC-S01386,ACC-R01314,1166.18,AUD,AUD,India,Japan,Wire,0
20:21:39,2026-01-02,ACC-S01420,ACC-R00114,85.3,JPY,JPY,United States,Brazil,Debit Card,0
20:21:48,2026-01-02,ACC-S01430,ACC-R00268,1902.86,EUR,EUR,Singapore,Germany,Debit Card,0
20:27:27,2026-01-02,ACC-S00927,ACC-R00210,950.92,EUR,EUR,Canada,Brazil,Cash Transfer,0
20:33:32,2026-01-02,ACC-S00536,ACC-R01751,1977.4,GBP,GBP,Japan,Switzerland,Debit Card,0
20:33:55,2026-01-02,ACC-S01862,ACC-R01999,906.74,EUR,EUR,France,Germany,Cash Transfer,0
20:34:04,2026-01-02,ACC-S01074,ACC-R00085,413.69,EUR,EUR,Japan,Australia,Cheque,0
20:35:20,2026-01-02,ACC-S00090,ACC-R01574,2003.57,JPY,JPY,Canada,Germany,Credit Card,0
20:39:05,2026-01-02,ACC-S01422,ACC-R01211,297.87,GBP,GBP,Canada,Japan,Debit Card,0
20:40:27,2026-01-02,ACC-S00997,ACC-R00615,2058.81,USD,USD,United Kingdom,Canada,Cheque,0
20:48:10,2026-01-02,ACC-S00429,ACC-R01254,978.71,JPY,AUD,Switzerland,United States,ACH,0
20:51:07,2026-01-02,ACC-S00290,ACC-R00253,1136.49,AUD,AUD,France,United States,ACH,0
20:55:54,2026-01-02,ACC-S01973,ACC-R00399,742.99,USD,USD,Switzerland,Singapore,Debit Card,0
20:56:01,2026-01-02,ACC-S01627,ACC-R00516,838.26,EUR,CAD,Japan,Switzerland,ACH,0
20:58:33,2026-01-02,ACC-S00781,ACC-R00718,577.86,USD,USD,Japan,Brazil,Cash Transfer,0
20:59:42,2026-01-02,ACC-S00026,ACC-R01443,1003.2,JPY,JPY,Japan,India,Cheque,0
21:00:09,2026-01-02,ACC-S01777,ACC-R01392,898.82,AUD,AUD,India,Brazil,Wire,0
21:01:41,2026-01-02,ACC-S01570,ACC-R01350,671.87,GBP,GBP,Japan,Canada,ACH,0
21:02:31,2026-01-02,ACC-S00381,ACC-R00870,721.88,CAD,CAD,United States,Brazil,ACH,0
21:02:51,2026-01-02,ACC-S00715,ACC-R00076,609.13,AUD,AUD,Australia,Germany,ACH,0
21:02:55,2026-01-02,ACC-S01628,ACC-R01307,855.67,AUD,AUD,Germany,Brazil,Wire,0
21:03:52,2026-01-02,ACC-S01042,ACC-R01600,602.29,EUR,EUR,Switzerland,Germany,Cash Transfer,0
21:04:46,2026-01-02,ACC-S00364,ACC-R01979,294.06,GBP,USD,Switzerland,Singapore,Cash Transfer,0
21:06:30,2026-01-02,ACC-S01834,ACC-R00482,1095.98,GBP,GBP,Switzerland,Singapore,Cheque,0
21:07:17,2026-01-02,ACC-S01106,ACC-R00233,149.63,JPY,JPY,Canada,India,Debit Card,0
21:08:42,2026-01-02,ACC-S00126,ACC-R00186,1303.45,JPY,JPY,Switzerland,France,Wire,0
21:09:22,2026-01-02,ACC-S01617,ACC-R00498,270.16,JPY,JPY,France,United States,ACH,0
21:11:22,2026-01-02,ACC-S01134,ACC-R00338,215.35,USD,USD,India,Singapore,Wire,0
21:13:09,2026-01-02,ACC-S01559,ACC-R00722,1965.69,AUD,JPY,Germany,Switzerland,Debit Card,0
21:16:08,2026-01-02,ACC-S00673,ACC-R01263,618.89,EUR,EUR,Japan,India,Credit Card,0
21:22:08,2026-01-02,ACC-S00556,ACC-R01818,986.4,AUD,CAD,India,Singapore,Credit Card,0
21:22:08,2026-01-02,ACC-S00734,ACC-R00048,78.97,USD,USD,Singapore,Canada,Debit Card,0
21:26:16,2026-01-02,ACC-S01551,ACC-R00849,545.53,USD,USD,United States,United States,Cash Transfer,0
21:30:10,2026-01-02,ACC-S01405,ACC-R00702,333.93,USD,USD,Canada,Singapore,Cheque,0
21:30:41,2026-01-02,ACC-S00912,ACC-R00277,1012.39,AUD,AUD,France,Switzerland,Wire,0
21:39:43,2026-01-02,ACC-S00583,ACC-R01252,1840.85,AUD,AUD,Japan,India,Cash Transfer,0
21:42:08,2026-01-02,ACC-S01714,ACC-R00997,1205.4,CAD,CAD,Singapore,United Kingdom,Cheque,0
21:44:23,2026-01-02,ACC-S01454,ACC-R00204,675.05,AUD,AUD,United Kingdom,Australia,Debit Card,0
21:49:22,2026-01-02,ACC-S01923,ACC-R01217,1284.64,JPY,JPY,United States,India,Wire,0
21:51:54,2026-01-02,ACC-S00263,ACC-R00213,344.65,AUD,AUD,Australia,Japan,Cash Transfer,0
21:58:18,2026-01-02,ACC-S00191,ACC-R00988,1148.67,AUD,AUD,Switzerland,India,Wire,0
22:00:23,2026-01-02,ACC-S01651,ACC-R00852,3653.22,CAD,CAD,Canada,Singapore,Cash Transfer,0
22:02:45,2026-01-02,ACC-S01033,ACC-R01402,111.37,USD,USD,Switzerland,Japan,Wire,0
22:05:03,2026-01-02,ACC-S00594,ACC-R01612,177.56,USD,USD,United Kingdom,India,Credit Card,0
22:10:22,2026-01-02,ACC-S01033,ACC-R01806,215.27,JPY,JPY,Switzerland,Japan,Debit Card,0
22:16:53,2026-01-02,ACC-S00219,ACC-R00270,3208.3,AUD,AUD,Brazil,Germany,ACH,0
22:18:01,2026-01-02,ACC-S00067,ACC-R00608,775.36,AUD,AUD,United Kingdom,Japan,Credit Card,0
22:21:13,2026-01-02,ACC-S00295,ACC-R01108,1509.74,JPY,JPY,United States,Japan,Wire,0
22:24:49,2026-01-02,ACC-S00661,ACC-R01223,160.5,JPY,JPY,United States,United States,Cash Transfer,0
22:25:39,2026-01-02,ACC-S01336,ACC-R01171,458.0,JPY,JPY,Japan,France,Cheque,0
22:29:27,2026-01-02,ACC-S00594,ACC-R00227,282.46,CAD,CAD,United Kingdom,India,Debit Card,0
22:35:24,2026-01-02,ACC-S00425,ACC-R01614,606.65,GBP,GBP,Switzerland,India,ACH,0
22:36:52,2026-01-02,ACC-S00913,ACC-R00493,1147.59,EUR,JPY,United Kingdom,India,Cheque,0
22:40:00,2026-01-02,ACC-S00270,ACC-R01967,1142.78,GBP,GBP,Germany,France,ACH,0
22:41:29,2026-01-02,ACC-S00649,ACC-R00532,1163.11,GBP,AUD,Switzerland,Switzerland,Cheque,0
